TransactionID,Transaction_DateTime,TransactionAmt,card4,card6,Customer_Email,Card_BIN,BIN_Risk_Level,Card_Last4,Customer_Status,Risk_Score,Rule_Triggered,Final_Outcome,Chargeback_Flag,Velocity_Attack_Flag,DeviceType,DeviceInfo,P_emaildomain,isFraud
3560194,2025-06-26 02:46:13,80.17,mastercard,credit,david.wong977@hotmail.com,549583,Low,6955,Existing User,44,,Approved,Yes,No,desktop,0,hotmail.com,1
3029812,2025-01-12 22:32:27,50,american express,credit,anna.tan506@yahoo.com,379759,Low,2668,New User,35,,Approved,No,No,desktop,Windows,yahoo.com,0
3395961,2025-04-30 16:23:51,150,visa,credit,lisa.koh467@gmail.com,489345,Low,4649,Existing User,35,,Approved,Yes,No,mobile,SM-J327T1 Build/NRD90M,gmail.com,1
3125266,2025-02-02 16:22:44,100,visa,debit,alex.tan105@gmail.com,402637,Medium,1563,New User,50,,Approved,No,No,desktop,MacOS,gmail.com,0
3040390,2025-01-15 15:20:36,15,visa,debit,tom.goh213@anonymous.com,470546,Medium,4817,New User,71,,Approved,No,No,0,0,anonymous.com,0
3152219,2025-02-10 19:00:28,250,mastercard,credit,lisa.teo576@yahoo.com,524704,Medium,4704,New User,58,,Approved,Yes,No,mobile,iOS Device,yahoo.com,1
3283302,2025-03-26 18:40:47,100,visa,debit,john.ng71@gmail.com,449897,Low,1770,Existing User,32,,Approved,Yes,No,desktop,rv:58.0,gmail.com,1
3034311,2025-01-13 23:33:40,250,mastercard,credit,tom.teo589@anonymous.com,544685,Medium,7961,Existing User,53,,Approved,No,No,desktop,Trident/7.0,anonymous.com,0
3242111,2025-03-12 17:26:49,44.227,visa,debit,tom.chan239@anonymous.com,437842,Low,3967,Existing User,45,,Approved,No,No,desktop,Windows,anonymous.com,0
3452049,2025-05-19 14:59:11,78.571,mastercard,debit,jason.ong432@gmail.com,549210,Low,2169,New User,44,,Approved,No,No,desktop,Windows,gmail.com,0
3218529,2025-03-05 15:06:35,100,american express,credit,tom.goh892@anonymous.com,378990,Medium,7954,Existing User,54,,Approved,No,No,desktop,Trident/7.0,anonymous.com,0
3473607,2025-05-27 18:24:25,100,mastercard,debit,alex.koh839@anonymous.com,539920,Low,5097,Existing User,45,,Approved,No,Yes,desktop,Trident/7.0,anonymous.com,0
2999968,2025-01-05 04:34:45,150,american express,credit,lisa.lee721@anonymous.com,370742,Medium,9566,Existing User,65,,Approved,No,No,mobile,iOS Device,anonymous.com,0
3536613,2025-06-17 22:31:32,125,american express,credit,mike.tan909@anonymous.com,376784,Low,3306,Existing User,49,,Approved,No,No,desktop,Trident/7.0,anonymous.com,0
3426772,2025-05-09 22:33:06,39.194,mastercard,debit,anna.koh269@gmail.com,548577,Low,7836,Existing User,32,,Approved,No,No,mobile,5011A Build/NRD90M,gmail.com,0
3388993,2025-04-28 10:17:48,22.96,visa,credit,jason.lim492@gmail.com,499192,Medium,8602,New User,59,,Approved,No,No,mobile,0,gmail.com,0
3074050,2025-01-22 03:26:32,125,visa,debit,john.chan805@gmail.com,446981,Low,5397,New User,49,,Approved,No,No,mobile,SM-G955U Build/NRD90M,gmail.com,0
3372069,2025-04-22 18:22:04,100,mastercard,debit,anna.wong644@charter.net,511704,Low,5738,New User,39,,Approved,No,No,desktop,Windows,charter.net,0
3215057,2025-03-04 14:57:03,11.057,visa,credit,anna.lee510@gmail.com,411462,Low,1276,Existing User,15,,Approved,No,No,desktop,Windows,gmail.com,0
3348721,2025-04-14 20:19:19,42.294,visa,debit,david.lee719@gmail.com,467793,Low,8140,New User,47,,Approved,No,No,mobile,moto x4 Build/OPWS27.57-40-6,gmail.com,0
3134920,2025-02-05 01:53:14,25.361,mastercard,credit,david.ng711@hotmail.com,553347,Low,3095,Existing User,15,,Approved,No,No,desktop,Trident/7.0,hotmail.com,0
3110494,2025-01-29 00:45:22,200,visa,credit,tom.tan844@anonymous.com,438758,Medium,3744,Existing User,51,,Approved,No,No,desktop,MacOS,anonymous.com,0
3065218,2025-01-20 18:18:49,100,visa,credit,david.teo655@anonymous.com,476469,Medium,7849,New User,67,ANONYMOUS_EMAIL,Rejected,No,No,desktop,Trident/7.0,anonymous.com,0
3293638,2025-03-30 01:42:22,10.03,mastercard,credit,david.lim344@live.com,516605,Low,9237,Existing User,23,,Approved,Yes,No,desktop,CHC-U03 Build/HuaweiCHC-U03,live.com,1
3242314,2025-03-12 18:32:46,18,mastercard,credit,john.chan229@gmail.com,512111,Low,9651,Existing User,36,,Approved,No,No,mobile,iOS Device,gmail.com,0
3334959,2025-04-10 03:41:47,10,visa,debit,lisa.ong751@outlook.com,415151,Low,2935,New User,41,,Approved,No,No,desktop,MacOS,,0
3538866,2025-06-18 19:03:04,23.608,mastercard,credit,lisa.koh445@hotmail.com,524572,Low,1085,New User,30,,Approved,No,No,desktop,Windows,hotmail.com,0
3079443,2025-01-23 02:09:21,100,american express,credit,lisa.tan280@anonymous.com,378477,Low,7857,Existing User,49,,Approved,No,No,desktop,MacOS,anonymous.com,0
3059420,2025-01-19 17:50:28,20,visa,debit,tom.lim788@gmail.com,490790,Low,6090,Existing User,25,,Approved,No,No,desktop,Trident/7.0,gmail.com,0
3547748,2025-06-21 22:00:17,125,mastercard,credit,david.goh361@hotmail.com,547575,Low,4142,Existing User,27,,Approved,No,No,desktop,Windows,,0
3074227,2025-01-22 04:24:00,150,visa,credit,sarah.ng66@gmail.com,484746,Low,5987,Existing User,17,,Approved,No,No,desktop,Windows,gmail.com,0
3095158,2025-01-25 18:46:47,50,visa,debit,anna.lim214@yahoo.com,457309,Low,7157,New User,42,,Approved,No,No,desktop,Windows,yahoo.com,0
3063411,2025-01-20 06:59:55,100,visa,credit,lisa.wong665@gmail.com,491026,Low,6549,Existing User,26,,Approved,No,No,desktop,MacOS,gmail.com,0
3254900,2025-03-17 00:09:21,50.994,mastercard,debit,amy.lim803@hotmail.com,553716,Low,8137,Existing User,24,,Approved,No,No,desktop,Windows,hotmail.com,0
3553266,2025-06-23 18:35:52,300,visa,debit,anna.lim975@aol.com,446552,Low,2712,Existing User,40,,Approved,Yes,No,desktop,Trident/7.0,aol.com,1
3237443,2025-03-11 00:21:59,30,american express,credit,sarah.lim992@hotmail.com,371714,Low,1498,Existing User,47,,Approved,No,No,mobile,0,,0
3367799,2025-04-21 04:32:56,140.779,visa,credit,sarah.ng802@hotmail.com,487083,Low,8847,Existing User,19,,Approved,No,No,desktop,Windows,hotmail.com,0
3260769,2025-03-18 21:21:29,50,visa,debit,david.ng618@gmail.com,434972,Low,5247,Existing User,36,,Approved,No,No,mobile,iOS Device,gmail.com,0
3065536,2025-01-20 19:10:42,50,mastercard,credit,lisa.lee860@att.net,542867,Low,4766,Existing User,29,,Approved,No,No,mobile,iOS Device,att.net,0
3056669,2025-01-19 01:28:39,36.846,visa,credit,lisa.teo176@hotmail.com,438274,Low,4452,Existing User,20,,Approved,No,Yes,desktop,Trident/7.0,hotmail.com,0
3091842,2025-01-25 00:59:23,50,visa,debit,sarah.koh158@hotmail.com,437722,Low,4680,Existing User,27,,Approved,No,No,desktop,Windows,hotmail.com,0
3045871,2025-01-16 17:30:13,300,american express,credit,anna.lee977@yahoo.com,372935,Low,8433,New User,41,,Approved,No,No,desktop,Trident/7.0,yahoo.com,0
3113245,2025-01-29 22:02:00,25,visa,debit,alex.koh568@gmail.com,407570,Low,1560,Existing User,25,,Approved,No,No,desktop,Windows,gmail.com,0
3051172,2025-01-17 19:47:40,76.023,visa,credit,mike.wong418@hotmail.com,403715,Low,9663,Existing User,15,,Approved,No,No,desktop,Windows,hotmail.com,0
3523058,2025-06-13 13:58:04,87.056,mastercard,credit,tom.ong733@hotmail.com,523874,Low,3802,Existing User,33,,Approved,No,No,mobile,SAMSUNG SM-A310F/A310FXXU4CRB1 Build/NRD90M,hotmail.com,0
3159996,2025-02-13 12:06:18,11.31,visa,debit,david.ng28@hotmail.com,491359,Low,9014,Existing User,40,,Approved,No,No,mobile,Moto E (4) Build/NMA26.42-19,hotmail.com,0
3222087,2025-03-06 12:23:43,49.786,visa,credit,john.koh81@anonymous.com,401901,Medium,1515,Existing User,55,,Approved,Yes,No,mobile,hi6210sft Build/MRA58K,anonymous.com,1
3043313,2025-01-16 00:54:43,40,visa,credit,mike.goh243@yahoo.com,485556,Low,2326,Existing User,30,,Approved,No,No,desktop,MacOS,,0
3571481,2025-06-30 20:40:08,250,visa,credit,john.chan89@anonymous.com,447585,Medium,7190,Existing User,61,,Approved,No,No,desktop,Windows,anonymous.com,0
3170255,2025-02-16 22:24:31,149.248,mastercard,credit,alex.wong827@gmail.com,537837,Low,9563,Existing User,20,,Approved,Yes,No,desktop,rv:57.0,gmail.com,1
3303300,2025-04-02 01:46:48,100,mastercard,credit,david.ng482@anonymous.com,548065,Medium,4375,Existing User,53,,Approved,No,No,desktop,MacOS,anonymous.com,0
3094091,2025-01-25 16:24:11,100,visa,credit,sarah.lee131@sbcglobal.net,485743,Low,7557,Existing User,29,,Approved,No,Yes,desktop,Windows,sbcglobal.net,0
3129506,2025-02-03 21:33:08,55.21,visa,debit,amy.ng819@hotmail.com,435124,Low,4570,Existing User,35,,Approved,No,No,desktop,Windows,hotmail.com,0
3059970,2025-01-19 19:15:50,42.559,visa,credit,jason.koh946@hotmail.com,409884,Low,3947,Existing User,27,,Approved,No,No,desktop,Trident/7.0,hotmail.com,0
3428930,2025-05-10 21:39:04,200,american express,credit,david.lee65@hotmail.com,372230,Low,3132,Existing User,18,,Approved,No,No,desktop,Windows,hotmail.com,0
3079895,2025-01-23 04:02:29,34.047,mastercard,credit,anna.goh36@hotmail.com,531476,Low,9208,New User,38,,Approved,No,No,desktop,Windows,hotmail.com,0
3561071,2025-06-26 15:47:19,6.36,mastercard,credit,anna.lee798@live.fr,516374,Low,9739,Existing User,35,,Approved,No,No,mobile,0,live.fr,0
3078703,2025-01-22 23:49:13,8.978,visa,debit,john.goh486@gmail.com,435699,Low,2167,Existing User,37,,Approved,No,No,0,0,gmail.com,0
3256510,2025-03-17 17:13:03,200,visa,credit,anna.koh562@gmail.com,445880,Low,3458,Existing User,27,,Approved,No,No,mobile,iOS Device,gmail.com,0
3499060,2025-06-05 00:23:44,50,visa,debit,alex.goh131@anonymous.com,471304,Medium,7432,Existing User,58,,Approved,No,No,desktop,MacOS,anonymous.com,0
3533524,2025-06-16 22:02:50,50,visa,debit,amy.lim596@anonymous.com,447655,Medium,9151,Existing User,67,ANONYMOUS_EMAIL,Rejected,No,No,mobile,iOS Device,anonymous.com,0
3138496,2025-02-06 01:33:03,28.217,visa,debit,david.ong1@hotmail.com,444974,Low,9746,Existing User,21,,Approved,No,No,desktop,Windows,hotmail.com,0
3219415,2025-03-05 18:28:05,44.288,mastercard,debit,sarah.chan316@gmail.com,533034,Low,7874,Existing User,47,,Approved,No,No,mobile,0,gmail.com,0
3101651,2025-01-26 18:22:22,32.007,mastercard,debit,amy.wong852@gmail.com,556869,Low,6887,Existing User,33,,Approved,No,Yes,mobile,GT-P3100,gmail.com,0
3388770,2025-04-28 04:27:15,25.86,mastercard,credit,john.goh890@gmail.com,528781,Low,5256,Existing User,20,,Approved,No,No,mobile,F5321 Build/34.3.A.0.238,gmail.com,0
3168082,2025-02-16 01:38:53,5.597,mastercard,debit,anna.lim901@gmail.com,551958,Low,2584,Existing User,26,,Approved,No,No,mobile,Moto G Play Build/MPIS24.241-15.3-7,gmail.com,0
3097331,2025-01-25 23:26:35,100,mastercard,debit,lisa.goh770@msn.com,531025,Low,6176,Existing User,27,,Approved,No,No,desktop,MacOS,msn.com,0
3353562,2025-04-16 12:30:44,150,mastercard,credit,john.lim21@yahoo.com,517652,Low,6074,Existing User,30,,Approved,No,No,desktop,Windows,yahoo.com,0
3303759,2025-04-02 04:28:14,20.543,visa,debit,lisa.teo797@hotmail.com,413370,Low,3296,Existing User,36,,Approved,No,No,desktop,0,hotmail.com,0
3250430,2025-03-15 16:07:11,14.017,mastercard,debit,anna.lim563@hotmail.com,539338,Medium,8396,New User,66,,Approved,Yes,No,mobile,0,hotmail.com,1
3155583,2025-02-11 20:40:29,300,mastercard,debit,john.tan527@gmail.com,539477,Medium,8232,New User,64,HIGH_AMOUNT,Rejected,No,No,mobile,iOS Device,gmail.com,0
3402178,2025-05-02 05:47:41,54.318,visa,debit,tom.lim321@gmail.com,490114,Medium,4523,Existing User,53,,Approved,No,No,mobile,0,gmail.com,0
3064790,2025-01-20 17:16:38,100,visa,debit,alex.koh423@gmail.com,474118,Low,2049,Existing User,38,,Approved,Yes,No,mobile,iOS Device,gmail.com,1
3206376,2025-03-01 16:24:18,23.262,mastercard,credit,amy.goh678@hotmail.com,550010,Low,5418,Existing User,44,,Approved,No,No,desktop,0,hotmail.com,0
3166120,2025-02-15 05:56:25,100,visa,debit,anna.goh159@gmail.com,442787,Low,7720,New User,45,,Approved,No,No,desktop,MacOS,gmail.com,0
3022980,2025-01-11 02:07:34,146.042,visa,credit,mike.ng561@gmail.com,422162,Low,1107,New User,30,,Approved,No,No,desktop,Windows,gmail.com,0
3086582,2025-01-24 03:04:59,23.67,mastercard,debit,david.ong769@hotmail.com,546169,Low,8409,Existing User,30,,Approved,No,No,desktop,Windows,hotmail.com,0
3041732,2025-01-15 19:38:38,100,visa,debit,tom.wong323@gmail.com,466928,Low,2103,Existing User,35,,Approved,No,Yes,desktop,Windows,gmail.com,0
3147832,2025-02-09 02:37:03,82.786,visa,debit,john.koh225@gmail.com,430463,Medium,7097,New User,52,,Approved,No,No,mobile,SM-G920V,gmail.com,0
3024905,2025-01-11 20:21:36,125,visa,credit,anna.lee987@aol.com,414295,Low,4997,Existing User,38,,Approved,No,No,mobile,iOS Device,aol.com,0
3098187,2025-01-26 01:56:41,100,mastercard,debit,mike.wong113@gmail.com,553996,Medium,5221,New User,55,,Approved,No,No,mobile,iOS Device,gmail.com,0
2995775,2025-01-03 23:37:13,14.38,visa,credit,anna.koh349@gmail.com,465446,Low,5993,Existing User,31,,Approved,Yes,No,mobile,SM-G935F Build/NRD90M,gmail.com,1
3235049,2025-03-10 05:06:30,14.905,mastercard,credit,sarah.lim867@yahoo.es,536042,Low,5779,New User,44,,Approved,No,No,desktop,0,yahoo.es,0
3427496,2025-05-10 04:43:01,77.649,visa,debit,mike.teo408@gmail.com,436735,Medium,5809,New User,60,NEW_USER_RULE,Rejected,No,No,desktop,0,gmail.com,1
3391264,2025-04-29 00:41:17,69.483,mastercard,debit,anna.goh887@gmail.com,557986,Low,7466,Existing User,45,,Approved,No,No,desktop,0,gmail.com,0
3134779,2025-02-05 01:23:06,100,american express,credit,amy.goh620@anonymous.com,379840,Medium,4805,New User,59,,Approved,No,Yes,desktop,Windows,anonymous.com,0
3122196,2025-02-01 07:07:08,17.723,mastercard,debit,amy.ong117@hotmail.com,547649,Low,5255,Existing User,33,,Approved,No,No,mobile,Moto G (5) Build/NPP25.137-38,hotmail.com,0
3035791,2025-01-14 13:55:24,100,american express,credit,sarah.ong957@anonymous.com,379160,Low,6603,Existing User,41,,Approved,No,No,desktop,Windows,anonymous.com,0
3388588,2025-04-28 02:36:57,25,visa,debit,david.ong251@outlook.com,405259,Low,5241,Existing User,27,,Approved,No,No,desktop,MacOS,,0
3055891,2025-01-18 22:49:27,50,mastercard,credit,anna.teo139@comcast.net,520994,Low,6310,New User,43,,Approved,No,No,mobile,iOS Device,comcast.net,0
3457435,2025-05-21 14:54:29,13.833,mastercard,debit,jason.koh634@gmail.com,545067,Low,5564,Existing User,27,,Approved,No,No,desktop,Moto G (5) Plus Build/NPN25.137-82,gmail.com,0
3178637,2025-02-19 19:16:56,84.652,visa,credit,john.ng692@anonymous.com,408664,Low,5466,Existing User,48,,Approved,No,No,desktop,Windows,anonymous.com,0
3217995,2025-03-05 11:43:51,75,visa,debit,alex.ong750@anonymous.com,430521,Medium,5676,Existing User,64,,Approved,No,No,mobile,iOS Device,anonymous.com,0
3274391,2025-03-23 19:25:32,8.096,visa,debit,john.ng853@gmail.com,473553,Low,3988,Existing User,20,,Approved,No,No,desktop,Windows,gmail.com,0
3076179,2025-01-22 17:28:14,119.632,visa,debit,jason.koh24@hotmail.com,479683,Low,8405,New User,45,,Approved,No,No,desktop,Windows,hotmail.com,0
3404914,2025-05-03 02:28:23,82.655,visa,debit,anna.koh979@anonymous.com,432391,Medium,6246,Existing User,69,ANONYMOUS_EMAIL,Rejected,No,No,mobile,0,anonymous.com,0
3228895,2025-03-08 03:00:05,64.649,mastercard,credit,anna.ong921@hotmail.com,534333,Low,5139,Existing User,40,,Approved,No,No,desktop,0,hotmail.com,0
3313516,2025-04-04 00:42:07,38.57,visa,debit,anna.lim55@gmail.com,488704,Low,2447,Existing User,33,,Approved,No,No,desktop,Windows,gmail.com,0
3297289,2025-03-31 04:50:33,22.537,mastercard,credit,lisa.lee637@hotmail.com,519705,Medium,4656,New User,55,,Approved,No,No,mobile,0,hotmail.com,0
3064750,2025-01-20 17:10:06,88.849,visa,debit,jason.lim191@hotmail.com,423777,Low,4369,Existing User,27,,Approved,No,No,desktop,Trident/7.0,hotmail.com,0
3303464,2025-04-02 02:32:26,33.352,visa,debit,lisa.chan316@gmail.com,467251,Low,5391,Existing User,28,,Approved,No,No,desktop,rv:39.0,gmail.com,0
3516605,2025-06-11 10:01:07,25,visa,credit,mike.lee103@gmail.com,485758,Low,7282,New User,37,,Approved,No,No,desktop,Windows,gmail.com,0
3031002,2025-01-13 02:59:32,50,visa,credit,tom.chan591@yahoo.com,437560,Low,5470,Existing User,18,,Approved,No,No,desktop,Windows,,0
3247423,2025-03-14 05:10:09,60.662,visa,debit,amy.lim919@gmail.com,421051,Low,7676,Existing User,22,,Approved,No,No,desktop,Trident/7.0,gmail.com,0
3472078,2025-05-27 01:23:10,19.366,visa,debit,john.tan745@gmail.com,455251,Low,5203,New User,41,,Approved,No,No,mobile,E5306,gmail.com,0
3391907,2025-04-29 07:32:21,20,visa,debit,jason.teo75@gmail.com,485489,Low,6623,Existing User,41,,Approved,Yes,No,mobile,0,,1
3006411,2025-01-06 21:29:12,100,visa,credit,lisa.lim933@anonymous.com,466923,Low,3347,Existing User,41,,Approved,No,No,desktop,Trident/7.0,anonymous.com,0
3104670,2025-01-27 15:57:06,100,mastercard,credit,alex.chan268@anonymous.com,543742,Medium,5198,New User,62,ANONYMOUS_EMAIL,Rejected,No,No,desktop,Windows,anonymous.com,0
3072706,2025-01-21 23:01:20,200,visa,credit,jason.wong906@gmail.com,488673,Low,9151,Existing User,25,,Approved,No,No,desktop,Windows,gmail.com,0
3201430,2025-02-27 18:56:26,50.994,visa,debit,david.lim477@gmail.com,447785,Medium,4706,New User,68,,Approved,No,No,mobile,0,gmail.com,0
3382698,2025-04-26 01:26:59,38.065,visa,credit,mike.lim155@gmail.com,476416,Low,4788,Existing User,21,,Approved,No,No,mobile,SM-A320Y Build/NRD90M,gmail.com,0
3095745,2025-01-25 20:01:02,40.693,mastercard,debit,john.teo215@live.com,534873,Low,7816,Existing User,39,,Approved,No,No,mobile,XT1053 Build/LPAS23.12-21.7-1,live.com,0
3100408,2025-01-26 15:14:19,50,visa,debit,tom.wong321@yahoo.com,478992,Low,3843,Existing User,44,,Approved,No,No,mobile,iOS Device,yahoo.com,0
3068384,2025-01-21 03:33:20,50,visa,debit,sarah.koh457@gmail.com,449482,Low,5781,New User,45,,Approved,No,No,desktop,Windows,gmail.com,0
3324064,2025-04-06 22:51:02,100,mastercard,credit,jason.ong654@outlook.com,556493,Low,6429,Existing User,16,,Approved,No,No,desktop,Windows,outlook.com,0
3466817,2025-05-25 02:33:10,7,visa,debit,amy.lee890@hotmail.com,465581,Low,2068,Existing User,43,,Approved,No,No,mobile,0,,0
3503606,2025-06-06 16:41:48,61.603,visa,debit,sarah.tan774@live.com,492074,Low,4051,New User,48,,Approved,No,No,mobile,SM-G955U Build/NRD90M,live.com,0
3243443,2025-03-13 00:13:35,15.77,mastercard,debit,jason.lee719@hotmail.com,558623,Low,5940,Existing User,35,,Approved,No,No,mobile,HTC One_M8 Build/MRA58K,hotmail.com,0
3235768,2025-03-10 16:28:33,30.693,mastercard,credit,alex.lee994@anonymous.com,520975,Medium,5816,New User,55,,Approved,No,No,desktop,Trident/7.0,anonymous.com,0
3122492,2025-02-01 15:25:10,200,mastercard,credit,anna.ng48@gmail.com,526394,Low,9836,Existing User,32,,Approved,No,No,mobile,iOS Device,gmail.com,0
3279138,2025-03-25 12:28:54,13.958,mastercard,debit,tom.ong191@hotmail.com,523201,Low,4743,Existing User,39,,Approved,No,No,mobile,SM-A520F Build/NRD90M,hotmail.com,0
3082316,2025-01-23 17:16:00,25,visa,debit,mike.goh586@yahoo.com,453649,Low,3946,Existing User,37,,Approved,No,No,mobile,iOS Device,yahoo.com,0
3062338,2025-01-20 01:23:16,125,american express,credit,lisa.ng771@gmail.com,372041,Low,3351,Existing User,29,,Approved,No,No,mobile,SM-N900T Build/LRX21V,gmail.com,0
2997095,2025-01-04 15:28:07,64.649,mastercard,debit,tom.wong634@gmail.com,520183,Low,4847,New User,43,,Approved,No,No,desktop,Windows,gmail.com,0
3500056,2025-06-05 13:30:21,125,mastercard,credit,anna.lee431@comcast.net,524106,Low,4847,New User,34,,Approved,No,No,desktop,Trident/7.0,comcast.net,0
3347223,2025-04-14 09:31:39,44.227,visa,credit,tom.koh751@outlook.com,498298,Low,1579,Existing User,22,,Approved,Yes,No,mobile,SM-J500M Build/LMY48B,outlook.com,1
2987461,2025-01-02 02:08:03,7,visa,credit,alex.ong355@hotmail.com,414582,Low,1161,Existing User,25,,Approved,No,No,desktop,rv:57.0,,0
3019950,2025-01-10 14:56:55,600,american express,credit,jason.ong239@yahoo.com,371093,Low,7192,Existing User,45,,Approved,No,No,desktop,MacOS,yahoo.com,0
3311427,2025-04-03 19:54:19,300,mastercard,credit,sarah.lim361@rocketmail.com,540486,Low,3751,Existing User,48,,Approved,No,No,mobile,iOS Device,rocketmail.com,0
3180955,2025-02-20 15:16:44,150,visa,credit,mike.chan1@anonymous.com,454808,Medium,3221,Existing User,55,,Approved,No,No,desktop,Windows,anonymous.com,0
3101862,2025-01-26 18:57:02,200,mastercard,credit,amy.teo478@comcast.net,559393,Low,1703,New User,30,,Approved,No,No,desktop,Windows,comcast.net,0
3076481,2025-01-22 18:15:30,150,american express,credit,sarah.lim836@aol.com,377805,Low,8682,Existing User,21,,Approved,No,No,desktop,Windows,aol.com,0
3085750,2025-01-24 00:19:36,34.105,mastercard,debit,anna.koh156@hotmail.com,555801,Low,6692,New User,40,,Approved,No,No,desktop,Windows,hotmail.com,0
3390415,2025-04-28 20:32:50,57.641,mastercard,debit,tom.teo904@hotmail.com,556485,Low,7535,Existing User,33,,Approved,No,No,desktop,Windows,hotmail.com,0
3107954,2025-01-28 13:47:43,5.247,visa,credit,lisa.ng198@gmail.com,415354,Low,6798,Existing User,40,,Approved,No,No,0,0,gmail.com,0
3063254,2025-01-20 05:10:38,34.344,visa,debit,mike.chan296@gmail.com,414231,Low,4820,Existing User,22,,Approved,No,No,desktop,Windows,gmail.com,0
3081440,2025-01-23 15:35:16,50,mastercard,credit,alex.lee491@gmail.com,551561,Low,5775,New User,32,,Approved,No,No,desktop,Windows,gmail.com,0
3363836,2025-04-19 23:27:15,35.346,mastercard,debit,sarah.ng938@gmail.com,512851,Low,4024,New User,45,,Approved,No,No,desktop,Windows,gmail.com,0
3102706,2025-01-26 21:38:12,100,visa,credit,anna.teo198@gmail.com,448357,Low,6272,Existing User,25,,Approved,No,No,desktop,MacOS,gmail.com,0
3341987,2025-04-12 17:25:39,13.496,mastercard,credit,alex.chan16@hotmail.com,551623,Medium,1910,New User,51,,Approved,No,No,mobile,0,,0
3302918,2025-04-01 23:58:24,22.96,mastercard,debit,sarah.goh825@live.com.mx,517105,Low,4445,New User,43,,Approved,No,No,mobile,LG-M700 Build/NMF26X,live.com.mx,0
3303769,2025-04-02 04:34:03,13.172,visa,debit,lisa.ng666@gmail.com,468287,Low,1749,Existing User,25,,Approved,No,No,mobile,ALCATEL,gmail.com,0
3389630,2025-04-28 16:23:32,50,visa,credit,lisa.ng547@anonymous.com,440126,Low,1908,Existing User,46,,Approved,No,No,desktop,rv:11.0,anonymous.com,0
3477468,2025-05-28 23:34:24,100,visa,debit,anna.ong199@gmail.com,468245,Low,6635,Existing User,32,,Approved,No,No,desktop,0,gmail.com,0
3036777,2025-01-14 17:40:29,100,mastercard,credit,amy.koh48@gmail.com,524113,Low,8676,Existing User,24,,Approved,No,No,desktop,Windows,gmail.com,0
3117867,2025-01-30 23:36:32,40,visa,debit,amy.teo208@gmail.com,442388,Low,1609,Existing User,37,,Approved,No,No,mobile,iOS Device,,0
3146447,2025-02-08 19:29:24,14.575,visa,debit,alex.goh713@hotmail.com,408128,Low,8272,New User,46,,Approved,No,No,desktop,0,hotmail.com,0
3233746,2025-03-09 22:06:21,15,visa,credit,tom.chan399@gmail.com,415042,Low,4919,Existing User,39,,Approved,No,No,mobile,iOS Device,gmail.com,0
3157839,2025-02-12 18:04:27,20,mastercard,debit,jason.lim868@yahoo.com,513925,Low,8369,Existing User,30,,Approved,No,No,mobile,QTASUN1,,0
3231695,2025-03-09 05:21:38,31.298,visa,credit,tom.chan21@hotmail.com,424065,Medium,5051,New User,56,,Approved,Yes,No,mobile,0,hotmail.com,1
3068645,2025-01-21 04:55:39,10,mastercard,debit,david.ong127@gmail.com,558169,Low,2796,Existing User,21,,Approved,No,No,desktop,Windows,,0
3019038,2025-01-10 01:45:47,30.316,visa,credit,amy.lee463@hotmail.com,430418,Low,8780,Existing User,28,,Approved,No,No,0,0,hotmail.com,0
3535668,2025-06-17 17:42:05,125,mastercard,credit,jason.teo748@mac.com,545745,Low,9090,Existing User,30,,Approved,No,No,desktop,MacOS,mac.com,0
3549339,2025-06-22 13:10:23,106,mastercard,credit,alex.lee580@hotmail.com,557155,Low,3764,Existing User,18,,Approved,No,No,desktop,Windows,,0
2998144,2025-01-04 20:22:19,6.405,visa,debit,sarah.lee361@servicios-ta.com,456871,Low,9125,Existing User,39,,Approved,No,No,mobile,SAMSUNG SM-G935F Build/NRD90M,servicios-ta.com,0
3513737,2025-06-10 05:46:25,56.562,visa,debit,john.ng42@gmail.com,426134,Medium,7738,New User,55,,Approved,No,No,desktop,0,gmail.com,0
3094225,2025-01-25 16:42:04,100,visa,credit,alex.teo6@comcast.net,497865,Low,7465,Existing User,26,,Approved,No,No,desktop,Windows,comcast.net,0
3068294,2025-01-21 03:08:29,47.806,visa,debit,amy.lee313@hotmail.com,479120,Low,9971,Existing User,30,,Approved,No,No,desktop,Trident/7.0,hotmail.com,0
3007566,2025-01-07 01:56:04,25,visa,debit,amy.koh917@embarqmail.com,480856,Low,9374,Existing User,22,,Approved,No,No,desktop,Trident/7.0,embarqmail.com,0
3269314,2025-03-21 19:15:07,20,visa,debit,david.lee884@anonymous.com,451032,Medium,7488,Existing User,65,,Approved,No,No,desktop,MacOS,anonymous.com,0
3102713,2025-01-26 21:39:40,70,visa,debit,amy.ng405@gmail.com,413307,Medium,3945,New User,54,,Approved,No,No,mobile,5054N,gmail.com,0
3133113,2025-02-04 19:34:33,250,mastercard,credit,anna.ong722@gmail.com,541000,Low,1047,New User,43,,Approved,Yes,No,desktop,Windows,gmail.com,1
3192573,2025-02-24 17:32:32,35,mastercard,debit,tom.tan495@outlook.com,550140,Low,7626,Existing User,33,,Approved,No,No,desktop,MacOS,,0
3082782,2025-01-23 18:06:10,38.012,visa,credit,amy.lee948@gmail.com,491920,Medium,1905,New User,59,,Approved,No,No,mobile,0,gmail.com,0
3013372,2025-01-08 19:19:55,27.915,mastercard,debit,amy.lim433@hotmail.com,523557,Low,1175,New User,47,,Approved,No,No,desktop,Windows,hotmail.com,0
